Date,High,Low,Open,Close,Volume,Adj Close,SMA50,SMA200,WMA40,WMA150,EMA30,EMA100,MACD,MACD_diff,MACD_signal,ADI,CMF,OBV,ATR,BB_hb,BB_hbi,BB_lb,BB_lbi,BB_m,BB_pb,BB_wb,ROC,RSI,SO,SO_sig,CR,DLR,DR
2016-05-20,17.100000381469727,16.819999694824222,16.850000381469727,17.049999237060547,190900.0,14.990068435668945,13.75727870941162,13.969953088760375,13.98124943709955,13.476909417579769,14.01149364952376,13.657905990731111,0.47728049500188874,0.16330747850500954,0.3139730164968792,-457113971.89606446,-8.27478168685595,18856400.0,2.2354045167103336,15.113250831717012,0.0,12.86938342655325,0.0,13.991317129135131,0.9451026403054876,16.037570905252334,11.365114894016214,68.92935587937151,-1.7590883711786072,-9.025777262793545,6.562495720409189,1.4176216229278893,1.42771752909423
2016-05-23,17.600000381469727,17.09000015258789,17.100000381469727,17.450000762939453,476300.0,15.341742515563965,13.80580961227417,13.976327166557311,14.053717715565751,13.500672591000992,14.097316157010226,13.691249288252553,0.546886323738109,0.18633064579298375,0.3605556779451252,-460855741.4600298,-8.155820502211084,19332700.0,2.26215647593108,15.330085939042831,1.0,12.81783476484511,0.0,14.07396035194397,1.0046398929537195,17.85034994681306,13.459040939665003,72.807121981735,12.130066300757573,0.3184617272706376,9.0625021609815,2.318950489345095,2.3460471938754335
2016-05-24,17.790000915527344,17.219999313354492,17.5,17.549999237060547,467900.0,15.429659843444824,13.851175441741944,13.97325002670288,14.128491121385155,13.525568403281914,14.183273814199557,13.7256732596425,0.5994745353992954,0.19113508596333617,0.40833944943595923,-464262930.8752785,-7.806269803091569,19800600.0,2.2754494705048156,15.535257363954578,0.0,12.774432920774426,0.0,14.154845142364502,0.9617514540735819,19.5044482324797,15.46052054096525,73.69112241298441,14.480432580955975,8.283803503511663,9.687495296687331,0.5714238570077246,0.5730595973154173
2016-05-25,18.0,17.5,17.59000015258789,17.90999984741211,242600.0,15.746166229248047,13.903926410675048,13.969865169525146,14.216891888874333,13.554606668670184,14.284105582912364,13.765683021416868,0.6714612388728813,0.21049743154953765,0.4609638073233437,-466207451.16641617,-7.727900219756858,20043200.0,2.296513090936984,15.7850215653777,0.0,12.715451457083237,0.0,14.250236511230469,0.9873417661891284,21.540485351771995,16.223229269606424,76.63581894944797,24.11334787499221,16.907948918901937,11.937499059337476,2.0305300636488166,2.051285569575856
2016-05-26,17.989999771118164,17.549999237060547,17.889999389648438,17.850000381469727,222500.0,15.693415641784668,13.954039840698242,13.971931252479553,14.300457169369954,13.58285619765191,14.375028812517028,13.803855944592467,0.703532330005892,0.19405481814603864,0.5094775118598533,-468307630.02348226,-7.734643692047654,19820700.0,2.2927502660036367,15.972442934420993,0.0,12.753100946041652,0.0,14.362771940231323,0.9133278497147825,22.41448936024456,14.276568404111023,75.12656859873084,19.067226333989417,19.22033559664588,11.562501822004002,-0.3355683111821772,-0.33500590998077895
2016-05-27,18.049999237060547,17.850000381469727,17.950000762939453,17.989999771118164,228100.0,15.816500663757324,14.009604206085205,13.977206344604491,14.388300395593411,13.612621096427866,14.468026996468016,13.84371029546702,0.7314791613637439,0.17760131960311243,0.5538778417606315,-473174169.4209474,-8.090556551560809,20048800.0,2.2973097895230827,16.155533554253015,0.0,12.801235435309973,0.0,14.478384494781494,0.8989258323280692,23.167627024631415,12.648708589645869,76.29944073065083,16.66048082989613,19.947018346292598,12.437497635632022,0.7812502376818298,0.7843099601907877
2016-05-31,18.0,17.59000015258789,17.75,17.860000610351562,356100.0,15.702207565307615,14.052684173583984,13.974129209518432,14.467962966314177,13.640777468312919,14.54765154929638,13.880512221602478,0.7222175793760464,0.13467179009233188,0.5875457892837145,-476809504.49663657,-8.280172882092264,19692700.0,2.289180471431625,16.27860537488622,0.0,12.904113665030776,0.0,14.591359519958496,0.829189739036788,23.12664358135863,9.57056215797793,72.86366007445264,-3.4269684871488697,10.766912892245571,11.625002491484526,-0.7252429165672147,-0.7226193763049338
2016-06-01,18.049999237060547,17.59000015258789,17.90999984741211,17.760000228881836,254700.0,15.61428928375244,14.090664882659912,13.969645371437073,14.541031665336796,13.6676901749533,14.616466887003224,13.914844440654953,0.6902470459214278,0.08216100531017068,0.6080860406112572,-479252093.887196,-8.337491630866642,19438000.0,2.2933669857402896,16.36356595248477,0.0,13.029277866179783,0.0,14.696421909332276,0.7752813646157767,22.687754249813032,7.766994636717806,70.24334725341181,-8.25382158653343,1.6598969187379555,11.000002576228907,-0.5614836995189609,-0.559910325917623
2016-06-02,17.989999771118164,17.719999313354492,17.719999313354492,17.899999618530273,215300.0,15.737374305725098,14.131986465454101,13.96437026977539,14.61783150230966,13.69614076458592,14.6887834946627,13.950934140953372,0.672604719846964,0.051614943388565426,0.6209897764583986,-482629308.26080966,-8.5352403405518,19653300.0,2.2992486644278207,16.434662295838294,0.0,13.185889862517419,0.0,14.810276079177857,0.7853687802317282,21.93593431987677,4.800937489501224,71.77375102411195,-29.99582934852065,-13.89220647406764,11.874998389856927,0.7851937681075505,0.7882844984864912
2016-06-03,17.899999618530273,17.559999465942386,17.899999618530273,17.719999313354492,140700.0,15.579120635986328,14.172428855895996,13.958743495941162,14.684252656378398,13.722374949507891,14.746224600554546,13.983175457686698,0.6255160495846663,0.0036210185010141505,0.6218950310836522,-484409476.0625353,-8.47634584766143,19512600.0,2.289489853597632,16.45667980365218,0.0,13.369601076322187,0.0,14.913140439987183,0.7157315231721189,20.70039331925345,6.107771549288932,67.00235685749206,-55.40115496546345,-31.216935300172498,10.749993118756972,-1.010681541055547,-1.0055913182493104
